Site_ID,Date,Time,Latitude,Longitude,Air_temp,Cloud_perc,Wind_km.hr,Field_team,Secchi_m,Depth_m,Max_depth_m,DO_calibration_perc,Surface_temp,Surface_DO_sat,Surface_DO_mg.L,Surface_cond,Surface_sal_ppt,Surface_pH,Deep_temp,Deep_DO_sat,Deep_DO_mg.L,Deep_cond,Deep_sal_ppt,Deep_pH,TDS_mg.L,YSI_atm,Core_length_cm,Sediment_depth,Bottle1_temp_in,Bottle1_temp_out,Bottle2_temp_in,Bottle2_temp_out,Tows,Floating_chamber,Chl_total,Chla,Surface_NH3_mg.N.L,Surface_SRP_mg.P.L,Surface_Nitrate_Nitrite_ug.N.L,Surface_TP_mg.P.L,Surface_TN_ug.N.L,Surface_DIC_mg.L,Surface_DIC_uM,Surface_DOC_mg.L,Surface_DOC_uM,Surface_DIN_ug.N.L,Surface_NP_ratio,Surface_TN_TP,Deep_NH3_mg.N.L,Deep_SRP_mg.P.L,Deep_Nitrate_Nitrite_ug.N.L,Deep_TP_mg.P.L,Deep_TN_ug.N.L,Deep_DIC_mg.L,Deep_DIC_uM,Deep_DOC_mg.L,Deep_DOC_uM,SO4_mg.L,Alk_mg.L,Chloride_mg.L,MC_ug.L,pCO2,CO2_uM,CO2_uM_error,pCH4,CH4_uM,CH4_uM_error,pN2O,N2O_nM,N2O_nM_error,d15N_bulk,d13C_bulk,mgN_bulk,mgC_bulk,PercentN_bulk,PercentC_bulk,Sediment_C_N,d15N_org,d13C_org,mgN_org,mgC_org,PercentN_org,PercentC_org,Sediment_C_N_org,d15N_bulk_POM,d13C_bulk_POM,ugN_bulk_POM,ugC_bulk_POM,PercentN_bulk_POM,PercentC_bulk_POM,C_N_POM,d2H,d18O,EtoI,Regime,Water_source,Residence_time,Water_class,d_excess,delI18O,delI2H,Inflow,Land_use,Age_years,B_F_max,B_F_min,Rn_dpm.L,Elevation_m,Area_m2,Perimeter_m,Volume_m3,SI,General_comments
57A,2017-08-22,09:01:00,52.41588,-107.93136,16.5,0,6.3,"L, C",0.55,3.8,4,105.6,16.5,70,6.84,367,0.21,7.99,12.5,1.7,0.18,448.2,0.28,6.9,188.91,NA,NA,NA,NA,NA,NA,NA,NA,N,21.379466999999998,16.146278,0.07,0.04,35.02,0.05,1360,27.245,2268.526228,16.285,1355.953372,105.02000000000001,34,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.49,NA,0.02,1067.273193,43.11950446,0.698001076,199.426203,0.308830643,0.005894068,0.246984326,7.379921945,0.042664246,1.696872182,-27.9592912,24.81865811,236.8142965,0.535230928,5.107058368,11.13208235,2.65486767,-29.52712653,26.13857253,247.3611666,0.477853246,4.522141985,11.04069579,2.84,-28.77,29.405,270.29999999999995,0.49,4.505000000000001,10.719999999999999,-112,-11.11,0.432962931,restricted,snow,1.448975807,Livestock,-23.12,-18.55032901,-143.7195465,567.725223,Pasture-livestock,NA,0.006656797,0,NA,729,1460,158,4388.316,1.166475783,Too deep for boat sediment depth. Horses
59B,2017-08-21,14:50:00,52.61742,-107.3954,22.2,40,3,"L, C",1.64,2.3,2.5,104.2,18.2,104.8,9.18,136.1,0.07,9.59,15.9,75.2,6.97,127.7,0.07,9.41,69.01,712.1,NA,55,17.1,17.8,NA,NA,3,N,7.250627,5.8064719,0.05,0.03,15.25,0.02,978.35,17.544,1460.782681,12.014,1000.333056,65.25,32.61166667,48.9175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70.99,NA,0.02,61.63720717,2.381926763,0.098338333,446.4380041,0.671572774,0.001315671,0.207187352,5.910105137,0.38384811,NA,-15.63705087,8.289220867,130.710056,0.188562804,2.973386168,18.39679117,2.235604149,-26.35517389,8.791288315,84.07907052,0.162200891,1.551274364,11.15789238,3.52,-29.21,23.19,173.68,0.39,2.89,8.74,-96.9,-7.83,0.950323223,restricted,snow,1.432435309,NA,-34.26,-18.63370106,-144.3648462,248.4297307,Pasture-livestock,NA,0.006259143,3.17588e-4,NA,566.9,300,77,394.036,1.254079781,Lots of macrophytes along edges
59A,2017-08-21,14:13:00,52.61391,-107.40239,21.4,30,10.5,"L, C",0.72,2,2,104.2,17.6,94.5,8.45,228.8,0.13,8.31,16.3,66.1,6.07,223.4,0.13,8,116.82,712.2,NA,30,18.4,18.5,NA,NA,1,N,21.7141115,17.02131267,0.06,0.03,480.01,0.07,2180,31.641,2634.554538,19.771,1646.21149,540.01,72.66666667,31.14285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.56,NA,4.921412129,512.4370138,20.16708818,0.213946024,3388.423748,5.162744606,0.00760003,0.288592474,8.388658226,0.008005242,NA,-14.34917909,4.04535281,59.0348822,0.088597302,1.292923395,17.02546909,8.009815535,-27.3743896,3.935611183,30.11411445,0.073288849,0.560784254,8.926982847,NA,NA,NA,NA,NA,NA,NA,-110.8,-11.03,0.425513014,restricted,snow,0.75472903,NA,-22.56,-18.21502424,-141.1242876,400.6370513,Pasture-livestock,NA,0.002693508,0,NA,567,1080,148,1670,1.270412931,NA
59D,2017-08-21,11:48:00,52.65964,-107.37451,16.8,0,5.8,"L, C",0.15,1.2,1,104.2,16.8,114.7,10.46,684,0.4,8.41,16.1,101.6,9.36,676,0.4,8.43,355.28,711.7,NA,35,15.4,15.7,NA,NA,1,Y,102.043201015,91.94568234,3.94,0.02,1060,0.09,8560,84.832,7063.447127,35.188,2929.891757,5000,428,95.11111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,357.46,NA,0.02,1141.540336,45.9743033,0.104387677,869.3088908,1.345349556,0.01407706,0.292438319,8.701207037,0.101120562,4.82926153,-17.63280636,29.13799078,540.0832922,0.539992416,10.00895649,21.6245924,5.398829388,-28.00188478,44.24981527,440.7690452,0.916145244,9.12565311,11.62107795,2.77,-28.245,56.235,393.42499999999995,0.94,6.555,8.16,-78.7,-3.14,1.458643108,closed,snow,2.508281809,NA,-53.58,-18.11022279,-140.3131244,1023.717419,Pasture-livestock,NA,0.001655549,6.46488e-4,NA,569,1130,150,1206.864,1.258772091,NA
44A,2017-08-22,09:58:00,52.71911,-108.8854,19.6,100,1.3,"J, N",1.89,4,4,96.7,17.9,92.1,8.13,363.2,0.2,8.71,17.6,76.1,6.77,357.2,0.2,8.62,186.92,707.3,NA,12,17.4,17.3,NA,NA,2,N,10.258463724999999,7.677850136,0.04,0.02,11.33,0.02,656.39,26.991,2247.377186,9.222,767.8601166,51.33,32.8195,32.8195,NA,NA,NA,NA,NA,NA,NA,NA,NA,655.86,95.51,NA,0.02,185.6079447,7.187929115,0.107844165,129.0903476,0.19406355,8.46479e-4,0.281004438,8.031436316,0.006873309,4.237618793,-15.18227063,10.44485961,157.0173048,0.199596018,3.000521782,17.53846989,4.942664544,-26.48568748,10.8718224,82.66347262,0.226969152,1.725750994,8.870703962,1.025,-27.34,33.04,204.775,0.55,3.415,7.23,-93.3,-8.6,0.507174137,restricted,rain,1.967102712,Pump,-24.5,-14.87507237,-115.2730601,2733.484132,Domestic,6,3.59771e-4,0,NA,618,6400,411,20904,1.449261993,Dug in 2011 (using large equipment because dirt was used to build road). No direct livestock access. Solar pumps used. Stocked with rainbow trout for fishing. was originally 30 ft. Macrophytes growing on shore. Bottom very clear. Very steep bank. very large L shape dugout.
44B,2017-08-22,08:43:00,52.6791,-108.90743,18.8,80,1.7,"J, N",0.15,2,2,110.2,16.3,65.2,5.92,1212,0.73,8.49,14,3.7,0,1963,1.29,7.06,653.93,706,NA,29,15.9,16.2,NA,NA,3,N,69.44569154,58.90268256,0.07,0.28,8.89,0.42,2380,55.584,4628.143214,32.502,2706.244796,78.89,8.5,5.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.28,231.93,NA,0.02,573.4721481,23.22595041,0.147528806,529.1055228,0.819246843,0.153547029,0.218468002,6.540505514,0.298924108,5.757389095,-24.83154611,35.28039366,357.1047624,0.71839531,7.271528455,11.80888815,5.172586249,-28.96687175,37.39339941,330.8397993,0.814671011,7.207838766,10.32213631,5.62,-29.57,41.5,264.19,0.69,4.4,7.43,-89.4,-8.24,0.472756147,restricted,rain,0.784876959,NA,-23.48,-13.81543116,-107.0714371,363.918088,Grassland,15,0.005436849,0.001283955,NA,631,910,145,1278,1.355945937,Dug in 2002. Never direct livestock access. No longer used (used to fill equipment)
58A,2017-08-22,15:21:00,52.62412,-107.45502,22.1,55,3.6,"J, N",0.84,2.4,2.5,70.4,18.2,89.7,8.37,2814,1.7,8.52,13.9,3.8,0.39,3823,2.63,7.68,1567.65,714.7,26,17,17.7,18.1,NA,NA,2,N,3.868915422,2.683130158,0.09,8.29e-4,44.13,0.06,7180,141.85,11810.99084,90.392,7526.394671,134.13,8661.037394,119.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426.1,639.52,NA,0.02,1558.886553,59.64329242,0.610559997,177.0470214,0.262465384,0.002114363,0.291207598,8.255727362,0.057031709,NA,-13.17667397,9.825835948,243.7894031,0.167733628,4.16164908,28.94623641,5.39763042,-25.64529919,8.988755836,83.36109787,0.198427281,1.840200836,10.81958571,-1,-20.87,17.49,194.7,0.29,3.24,12.98,-85.1,-7.26,0.593199777,restricted,rain,1.154801549,Livestock,-27.02,-13.41499944,-103.9720957,423.9300071,Pasture-livestock,2,0.008215387,0,NA,569,820,134,1391.232,1.320057777,Dug in fall of 2015. Direct cattle access. Red colour - possibly due to cow urine. one end has outlet into a pond with lots of cattails
58B,2017-08-21,13:52:00,52.6377,-107.45095,22.1,0,4.7,"J, N",0.27,2.1,2,114.9,17.1,56.9,5.48,706,0.41,8.81,15.5,2.6,0.26,683,0.41,8.27,366.76,714,34.5,30,16.7,17.1,NA,NA,2,N,150.0199744,132.7929746,0.39,0.01,303.57,0.07,5970,63.546,5291.090758,63.373,5276.686095,693.5699999999999,597,85.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651.25,308.26,NA,0.02,398.3587714,15.94719583,0.404018577,9378.401894,14.46601182,0.047695668,0.237598933,7.023700916,0.018826279,3.060138561,-22.98609525,55.41295139,778.6297227,1.343670014,18.88044914,16.39330374,3.905851169,-27.57051778,99.82784012,1066.805948,2.253450116,24.08139838,12.46753349,5.28,-25.62,70.11,426.48,1.17,7.11,7.1,-94.2,-8.71,0.495236874,restricted,rain,1.001558313,Livestock,-24.52,-15.07792806,-116.8431632,456.9209786,Pasture-livestock,>10,0.002333419,3.42228e-4,NA,575,1060,152,1865.913,1.316999843,Dug before 2007 but not sure of year. Trees around dugout. Macrophytes at edges. Direct cattle access
58C,2017-08-21,11:59:00,52.63996,-107.45967,18.9,0,4,"J, N",1.25,2.4,2.5,112.2,16.6,59.5,5.77,457.4,0.26,8.59,16.1,35.9,3.54,447,0.26,8.4,236.37,714,NA,42,16.1,16.6,NA,NA,2,N,4.694234187,4.241786747,0.74,0.02,18.77,0.02,2220,37.376,3112.073272,19.843,1652.206495,758.77,111,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.75,NA,0.02,404.9222111,16.46890083,0.096276302,14762.04922,23.03328812,0.092622211,0.254454706,7.651329556,0.078905407,NA,-9.844755182,5.503538658,150.2028043,0.095398486,2.60361942,31.84071484,5.506031597,-26.62361599,5.442531345,45.69265458,0.119879545,1.006446136,9.79472485,-6.6,-25.5,44.33,287.53,0.74,4.79,7.57,-98.75,-9.945,0.341749629,open,rain,0.783419478,Livestock,-19.19,-15.06768263,-116.7638636,532.3544464,Pasture-livestock,2,0.001644349,0,NA,573,1790,186,3570.912,1.240170786,Dug in fall of 2015. no cattails. in sandy sticky mud - impossible to core. Direct cattle access
4H,2017-08-23,09:16:00,50.33835,-104.6525,19.8,0,2.6,"L, C",0.24,1.4,1.5,80.5,16.1,87.7,8.64,501,0.29,8.29,15.6,62.2,6.17,491,0.29,7.95,259.29,711.3,NA,77,16.5,16.9,NA,NA,3,N,55.57115274,52.57897036,0.06,0.01,42.53,0.04,1500,41.298,3438.634471,18.601,1548.792673,102.53,150,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.85,NA,0.02,918.1316547,37.77854897,0.07093375,3211.63592,5.046702445,0.003627304,0.228723351,6.962722919,0.396562583,5.055786188,-22.9402783,16.8233548,167.477396,0.290558805,2.892528428,11.61422901,5.086303933,-26.99067386,14.20705562,130.8868179,0.265552441,2.446482577,10.74827126,2.56,-26.28,33.62,230.68,0.56,3.84,8,-75.6,-5.42,0.626149667,restricted,rain,0.76356407,NA,-32.24,-12.40226164,-96.13350511,309.8103887,Crop,NA,9.39132e-4,6.37446e-4,NA,573,460,91,603.372,1.196899111,NA
5A,2017-08-24,10:03:00,51.37151,-102.58316,17.6,0,6.4,"L, J",2.3,2.3,2.5,101.3,20.3,43.6,3.9,3239,1.88,8.07,20.3,43.8,3.92,3245,1.88,8.08,1811.37,720.5,NA,27,19.7,19.6,NA,NA,2,N,3.9359281499999996,2.37251635,0.08,0.02,26.84,0.01,1170,76.136,6339.383847,15.401,1282.348043,106.84,58.5,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.57,NA,0.02,2515.345542,90.91635025,0.543976286,227.7307112,0.324726012,0.002187059,0.139738634,3.738011865,0.019394182,NA,NA,NA,NA,NA,NA,NA,0.760063604,-25.98570586,21.98157585,172.3257576,0.518433393,4.064286736,9.146146689,-1.78,-30.33,20,137.49,0.33,2.29,8.02,-66.5,-4.6,0.758113885,restricted,rain,1.781818578,NA,-29.7,-8.759020724,-67.9348204,1160.425347,Pasture-livestock,NA,0,0,NA,484,1770,169,3597.591,1.133170186,Bottom sand + gravel. Groundwater
74A,2017-08-24,11:37:00,51.54864,-102.76026,20.1,0,13,"L, J",1.27,2.5,2.5,93.6,17.6,71.8,6.84,783,0.45,7.84,13.2,1.3,0.14,816,0.53,6.82,410.59,718.5,NA,77,17.4,18.1,NA,NA,2,N,22.03319588,17.14287542,0.03,0.06,302.05,0.07,1080,78.029,6497.002498,10.824,901.2489592,332.05,18,15.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.89,NA,0.02,4750.861252,188.4591494,1.478748059,2318.48189,3.559583972,0.009318038,0.217714331,6.372057237,0.051321721,2.458096387,-27.15326801,65.03753536,831.9475275,1.498215512,19.164882,14.92377353,2.35577437,-30.23008243,68.63795302,779.4482737,1.603690491,18.21140826,13.24859322,2.13,-38.834999999999994,35.78,226.875,0.6,3.7800000000000002,7.4,-82.1,-7.75,0.374706592,open,rain,0.959358426,Livestock,-20.1,-11.84158113,-91.79383796,270.2957859,Pasture-livestock,NA,0.005243616,0,NA,491,840,121,1846.875,1.177716597,Out flow and inflow
74B,2017-08-24,12:23:00,51.55365,-102.76506,19.9,5,13.6,"L, J",1.02,2.7,3,93.6,18.3,93.4,8.76,683,0.38,8.52,15.9,3,0.24,743,0.46,7.13,354.76,718,NA,66,18.2,19.6,NA,NA,2,N,26.58551246,23.07133583,0.03,0.02,12.22,0.01,998.84,59.504,4954.537885,17.436,1451.790175,42.22,49.942,99.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.3,NA,0.02,778.8256748,30.23547081,0.206553259,3080.631296,4.65863345,0.010645895,0.244376174,6.993479808,0.013951485,3.684567258,-19.97174636,27.00971776,403.6470725,0.641713418,9.59009438,17.43526492,3.336222342,-28.65250874,38.0414961,388.2541297,0.852948343,8.705249545,11.90708037,1.01,-33.66,39.13,288.48,0.65,4.81,8.6,-87.2,-10.41,0.074563967,open,rain,0.213979492,Livestock,-3.92,-11.57452646,-89.72683483,98.59870258,Pasture-livestock,NA,0.005351096,0,NA,495,1540,167,3794.769,1.200469633,Fish. inflow stream (currently dry). outflow.
74C,2017-08-24,13:13:00,51.54495,-102.76698,22.1,5,16.4,"L, J",0.43,3.3,3,93.6,18.5,108,10.12,617,0.35,9.19,13.9,1.2,0.13,631,0.39,6.94,320.22,717.4,NA,11,18.5,19.6,NA,NA,2,N,190.62642390000002,167.1026312,0.09,0.01,39.02,0.03,1490,39.053,3251.706911,20.063,1670.524563,129.02,149,49.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.8,NA,0.02,138.6769356,5.347568014,0.968732237,1137.358607,1.711564486,0.002727544,0.257250315,7.310911859,0.080246101,3.282353673,-25.07207318,50.81624804,547.0955711,0.984811009,10.60262735,12.56051344,3.494577198,-28.5170439,59.66246407,546.4468967,1.195640563,10.95083961,10.68546848,-0.15,-26.87,89.08,581.13,1.48,9.69,7.61,NA,NA,NA,NA,NA,NA,Livestock,NA,NA,NA,NA,Pasture-livestock,NA,0.004362381,3.7058e-4,NA,494,1190,145,2670.426,1.185740324,NA
10C,2017-08-24,10:30:00,51.80564,-103.37831,17.6,0,12.8,"Justin, C",0.19,2,2,101.4,16.8,82.3,7.46,1049,0.62,8.88,16.8,82.4,7.4,1047,0.62,8.87,561.41,712.8,NA,47,17.2,17.3,NA,NA,2,N,194.53238565,174.6141702,0.08,0.01,19.83,0.03,2020,27.259,2269.691923,22.682,1888.592839,99.83,202,67.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.92,112.55,NA,0.02,126.1733811,5.083900325,0.250384494,360.1125313,0.557374977,4.05176e-4,0.266487925,7.930736002,0.083482788,5.520376413,-15.96006778,17.88603692,282.135299,0.338430216,5.338416253,18.40306214,5.502504015,-28.04886252,14.83542306,127.9044699,0.339483365,2.926875743,10.05848509,4.27,-25.45,63.96,396.21,1.07,6.6,7.23,-84.8,-6.15,1.1195619510000001,closed,rain,2.215109041,Livestock,-35.6,-15.3623451,-119.0445511,1157.728649,Pasture-livestock,NA,0,0,NA,532,1200,152,2046,1.23779303,NA
10D,2017-08-24,11:39:00,51.80376,-103.40521,20.3,1,8.5,"Justin, C",0.5,0.5,0.5,96.1,16.6,115.5,10.28,3569,2.27,9.69,NA,NA,NA,NA,NA,NA,2001,712.7,NA,16,17.2,17.5,NA,NA,1,N,53.71741482,50.21253248,0.03,0.00586,0.5,0.02,1830,20.884,1738.884263,28.95,2410.491257,30.5,312.2866894,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925.8,119.9,NA,0.02,48.51663502,1.922347024,0.123795837,192.5698015,0.290322154,0.001393032,0.223460424,6.625676609,0.082138348,2.351398917,-16.32377912,23.83658194,424.1915648,0.498986434,8.879873661,20.76179211,1.670705169,-29.13403846,38.6550276,305.6622899,0.952094276,7.528627829,9.225346015,NA,NA,NA,NA,NA,NA,NA,-69.3,-4.49,0.986154632,restricted,rain,0.520723695,NA,-33.38,-9.769697473,-75.75745844,323.3273807,Pasture-livestock,NA,NA,NA,NA,532,380,84,173.125,1.215577228,Many macrophytes
10A,2017-08-24,12:25:00,51.77975,-103.42531,22.3,1,5.8,"Justin, C",0.76,0.8,1,96.11,18.4,48.5,4.47,738,0.42,7.88,18.5,47.7,4.97,731,0.42,7.82,385.1,711.6,NA,16,18.5,19.2,NA,NA,2,N,12.599078835,10.56081367,0.24,0.07,21.1,0.1,1640,57.312,4772.023314,20.094,1673.105745,261.1,23.42857143,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.74,248.22,NA,0.02,2832.975063,108.6578351,0.863065052,2119.01755,3.16858958,0.026470485,0.230550025,6.516861843,0.070215081,4.20650414,-22.49627227,24.10207988,239.6335161,0.566042271,5.627842088,11.59951493,3.819574627,-28.81347968,22.62815576,205.5250076,0.461799097,4.194387911,10.5964966,NA,NA,NA,NA,NA,NA,NA,-89.2,-8.25,0.458513906,restricted,rain,0.437214862,NA,-23.2,-13.73948368,-106.4836037,138.9157975,Pasture-livestock,NA,3.7e-4,3.7e-4,NA,533,350,93,288.896,1.402309882,Dugout very protected form wind. Completely enclosed by cattails.  Weird 2.5 sal reading at surface - cleaned probe off and retook
10B,2017-08-24,13:14:00,51.77527,-103.46152,21.3,1,9.8,"Justin, C",0.76,2.2,2,96.1,18,96.2,8.54,1313,0.76,9.3,16.1,2.1,0.22,1279,0.78,8.34,711.3,711.3,NA,50,18.6,18.6,NA,NA,3,N,74.889609035,67.04944538,0.09,0.02,5.48,0.05,2120,35.142,2926.061615,29.128,2425.31224,95.48,106,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.39,163.43,NA,0.02,84.23531128,3.262369455,0.034075288,660.029429,0.992346735,0.005310977,0.269909373,7.707327906,0.028055555,3.909162989,-21.02802607,19.54755853,252.3529647,0.482894232,6.234015927,15.06130762,4.003426933,-28.44138719,26.51722159,233.6441101,0.609591301,5.371128968,10.27953831,1.69,-26.695,81.035,535.7850000000001,1.35,8.93,7.715,-65,-5.7,0.356196714,open,rain,0.719824524,Isolated,-19.4,-8.398032688,-65.140773,664.143962,Pasture-livestock,NA,0.003389095,3.61942e-4,NA,533,2150,194,3767.984,1.180259672,Wide open. Water level quite low. Surrounded by electric fence
23A,2018-04-24,15:20:00,50.48948,-104.50242,19.8,5,9.3,"B, D",NA,NA,NA,126.4,0.9,44.6,6.31,109,0.1,7.17,NA,NA,NA,NA,NA,NA,55.14478076,716.2,NA,NA,3.9,7.2,5.3,7.6,NA,N,12.17014648,9.546607912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67,72.69,5.43,NA,2024.785516,142.812009,0.987306192,38617.62876,90.72375239,1.880884791,0.472583997,25.43182746,0.633622139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.161270565,-30.33784668,38.31342821,285.9148707,0.638557137,4.765247846,8.706277794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,1875,168,NA,NA,"no secchi done (clear to bottom of show where water collected), water samples collected from shore, dugout mostly iced over with spots thawed to bottom, some water on ice on 1/2 dugout"
4A,2018-04-24,12:30:00,50.3382,-104.48416,17.5,0,8.3,"B, D",0.43,0.43,0.35,126.4,1.2,52,7.11,94.5,0.09,6.79,1.5,47.2,6.56,95.3,0.03,6.88,47.74881418,720,NA,NA,NA,NA,NA,NA,NA,N,-2.199825083,4.708138417,0.02,0.13,3253.12,0.2,4786.55,14.703,1224.229808,10.21,850.1248959,3273.12,36.82,23.93275,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59.57,18.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362601317,-28.78950489,30.48500353,190.092686,0.508083392,3.168211434,7.2748819,-126,-15.64,0.048881575,NA,intermediate,NA,NA,NA,NA,NA,NA,Crop,NA,3.69265e-4,3.69265e-4,NA,577,410,126,342.245471,NA,"lake frozen except edges, took sample from open area from shore using van dorn (see pictures)"
4C,2018-04-24,10:30:00,50.33769,-104.5039,13.7,1,20.8,"B, D",0.31,1.4,0.5,93.6,1.2,96,13.54,169,0.15,8.26,1.3,94.8,13.31,169.2,0.15,8.26,85.91625131,721.1,NA,NA,1.5,6.3,1.2,4.9,NA,N,16.00803355,12.6498517,0.03,0.00873,384.37,0.02,1670,31.409,2615.237302,15.365,1279.350541,414.37,191.294,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,127.85,20.71,NA,529.5514987,37.15358637,0.251901228,1351.482753,3.166337789,0.006085562,0.391779897,20.95846017,0.110058845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.726940893,-30.87309602,25.26308988,174.1440481,0.421051498,2.902400802,8.042090541,-104.8,-11.26,0.231272068,NA,rain,NA,NA,NA,NA,NA,NA,Crop,NA,8.96e-5,8.96e-5,NA,577,3000,246,4409.412,NA,"dugout frozen, sampled from edge of canoe, depth reader was 1.4 m however hit ice at 44 cm, thin ice at edges and thick middle ice"
4D,2018-04-24,13:44:00,50.35231,-104.5746,17.3,20,9.6,"B, D",0.26,0.89,0.8,126.48,2.7,73.7,10.02,53.4,0.04,6.91,2.5,66.3,9.07,53.1,0.04,7.45,26.87954196,719.3,NA,NA,3.2,9.1,3,6.3,NA,N,-12.2708135,-2.181882333,0.8,0.12,2376.04,0.15,4161.6,7.282,606.32806,5.385,448.376353,3176.04,34.68,27.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.13,16.64,NA,710.0380601,46.92695035,1.28440205,971.7579425,2.174094281,0.009559779,1.397002365,70.16869668,4.138257525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673351488,-25.02468499,16.73866359,106.9965796,0.278977727,1.783276326,7.457545349,-125.8,-15.79,0.034334891,NA,intermediate,NA,NA,NA,NA,NA,NA,Crop,NA,0,-8.88e-5,NA,573,575,126,671.301457,NA,"relatively ice free (only edges), took last YSI reading @ 80 cm"
56A,2018-04-25,15:20:00,49.983886,-105.28614,17.4,80,10.5,"SE, JW",0.68,0.9,1,107,2.9,104,14.2,920,0.8,9.12,2,103.6,14.19,934,0.83,9.11,488.2403962,697.9,NA,NA,2.9,4.3,2.9,4.4,NA,N,106.6618007,92.878796,0.23,0.2,14.37,0.21,1530,23.676,1971.357202,17.634,1468.276436,244.37,7.65,7.2857142857142865,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.63,113.43,43.41,0.094422693,125.1005671,7.930035968,0.866686741,4.465480601,0.009585185,6.5733e-4,0.509042214,24.48371117,0.301266342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.461055466,-32.39402124,88.34016713,409.6194201,1.472336119,6.826990335,5.409649302,-113.1,-13.49,0.093554511,NA,intermediate,NA,NA,NA,NA,NA,NA,Grassland,NA,-2.13807e-4,-2.30292e-4,NA,708,610,142,707.922,NA,"~60% ice cover, pasture land surrounding (cattle)"
56B,2018-04-25,16:49:00,49.98286,-105.30305,16,70,10.9,"JW, SE",0.57,0.9,1,70,8.5,104.8,12.13,973,0.71,8.27,8.5,100,11.7,970,0.71,8.3,518.2948034,699.5,NA,NA,8.5,8.7,8.5,9,NA,N,28.19745437,24.50201363,0.14,0.42,160.76,0.48,1950,38.495,3205.245629,24.156,2011.323897,300.76,4.643,4.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,773.61,176.89,17.64,0.142936341,775.426489,40.19111908,1.890309205,21.27143303,0.039270795,0.003945799,0.404064559,15.70928259,0.684514385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.293852464,-30.96902897,47.61683269,232.2249083,0.793613878,3.870415138,5.689774903,-129.2,-16.69,-0.001137054,NA,intermediate,NA,NA,NA,NA,NA,NA,Grassland,NA,0,0,NA,702,13500,586,11752.992,NA,"sampled from edge, ice off, cattle pasture land surrounding"
14A,2018-04-26,15:00:00,51.04645,-104.65152,19.6,0,44.7,"J, N",0.27,5.48,0.5,84.8,10.2,61,6.76,1283,0.91,7.81,10,58,6.43,1289,0.92,7.84,694.2597306,711.9,NA,NA,10.4,12.7,10.3,12.5,NA,N,6.122370667,13.73938517,2.58,1.73,562.05,1.81,5570,28.435,2367.610325,23.294,1939.550375,3142.05,3.22,3.0773480662983426,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.89,110.86,22.54,NA,1607.967401,79.91234247,0.473722371,41.64043438,0.074825064,0.001110608,2.211678271,82.15961873,2.156164243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.039616093,-29.06977719,52.32153131,302.5870097,0.872025522,5.043116829,6.747091861,-164.5,-21.37,-0.009143956,NA,snow,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,3.50085e-4,3.50085e-4,NA,548,1000,182,5863.990176,NA,sampled from shore
