Site_ID,Date,Time,Latitude,Longitude,Air_temp,Cloud_perc,Wind_km.hr,Field_team,Secchi_m,Depth_m,Max_depth_m,DO_calibration_perc,Surface_temp,Surface_DO_sat,Surface_DO_mg.L,Surface_cond,Surface_sal_ppt,Surface_pH,Deep_temp,Deep_DO_sat,Deep_DO_mg.L,Deep_cond,Deep_sal_ppt,Deep_pH,TDS_mg.L,YSI_atm,Core_length_cm,Sediment_depth,Bottle1_temp_in,Bottle1_temp_out,Bottle2_temp_in,Bottle2_temp_out,Tows,Floating_chamber,Chl_total,Chla,Surface_NH3_mg.N.L,Surface_SRP_mg.P.L,Surface_Nitrate_Nitrite_ug.N.L,Surface_TP_mg.P.L,Surface_TN_ug.N.L,Surface_DIC_mg.L,Surface_DIC_uM,Surface_DOC_mg.L,Surface_DOC_uM,Surface_DIN_ug.N.L,Surface_NP_ratio,Surface_TN_TP,Deep_NH3_mg.N.L,Deep_SRP_mg.P.L,Deep_Nitrate_Nitrite_ug.N.L,Deep_TP_mg.P.L,Deep_TN_ug.N.L,Deep_DIC_mg.L,Deep_DIC_uM,Deep_DOC_mg.L,Deep_DOC_uM,SO4_mg.L,Alk_mg.L,Chloride_mg.L,MC_ug.L,pCO2,CO2_uM,CO2_uM_error,pCH4,CH4_uM,CH4_uM_error,pN2O,N2O_nM,N2O_nM_error,d15N_bulk,d13C_bulk,mgN_bulk,mgC_bulk,PercentN_bulk,PercentC_bulk,Sediment_C_N,d15N_org,d13C_org,mgN_org,mgC_org,PercentN_org,PercentC_org,Sediment_C_N_org,d15N_bulk_POM,d13C_bulk_POM,ugN_bulk_POM,ugC_bulk_POM,PercentN_bulk_POM,PercentC_bulk_POM,C_N_POM,d2H,d18O,EtoI,Regime,Water_source,Residence_time,Water_class,d_excess,delI18O,delI2H,Inflow,Land_use,Age_years,B_F_max,B_F_min,Rn_dpm.L,Elevation_m,Area_m2,Perimeter_m,Volume_m3,SI,General_comments
60B,2019-08-20,09:44:00,51.67617,-107.29414,16.5,0,3,"SE, SC, Linn",1,1.6,1.6,85.1,15.7,69.3,6.9,203.7,0.12,9.72,15.2,68.7,688,201.5,0.12,9.78,103.8235079,720.2,NA,NA,15.7,15.6,15.7,15.8,1,N,10.28652495,7.576584467,0.1,0.13,41.93,0.16,1750,22.608,1882.431307,22.625,1883.846794,141.93,13.46153846,10.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,105.94,16.65,NA,44.73741335,1.886929483,0.147049491,468.9384111,0.752568132,0.036159245,0.223247576,6.979132224,0.041902683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79,-21.79,8.885,62.019999999999996,0.15,1.03,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,9.1166e-4,6.19237e-4,6.54,NA,NA,NA,NA,NA,Lots of macrophytes. Could see secchi for 1.0m before it was covered by macrophytes
8F,2019-08-12,14:16:00,52.61552,-104.81329,21.5,90,2.9,"RR, AK, CD",0.045,0.5,0.5,91.8,19.4,133.9,13.67,904,0.4,8.37,15.6,33.7,3.4,852,0.52,8.05,479.1690869,715.2,NA,NA,19.4,17.5,19.4,17.7,NA,N,64.5131595,49.72354425,9.44,0.42,10200,1.11,25700,129.403,10774.6045,67.013,5579.766861,19640,61.19047619,23.153153153153152,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,448.21,27.24,NA,3267.018361,122.1174544,3.655181693,503.8255855,0.74062058099999994,0.125868355,0.153047198,4.214860775,0.085018215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.505,-27.259999999999998,29.380000000000003,234.735,0.49,3.91,9.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.026748972,0.026748972,NA,NA,NA,NA,NA,NA,Cows have access
62B,2019-08-01,10:43:00,49.85824,-101.71197,29.5,30,4.1,"MM, AK",0.74,0.9,0.9,89.1,21.6,79.6,7.01,1206,0.65,9.53,20.8,81,7.25,1185,0.65,9.52,650.5244428,701.3,NA,NA,21.6,23.2,21.6,24.1,3,N,3.331285608,2.051280225,0.08,0.00667,6.12,0.07,2470,80.657,6715.82015,38.073,3170.108243,86.12,370.3148426,35.285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.36,409.62,18.31,NA,141.5656427,4.862160109,0.421474304,490.3973688,0.67544378,0.166819955,0.266307046,6.71605686,0.116228143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.365,-15.135,18.134999999999998,238.44,0.305,3.975,15.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.003408091,0.001736475,2.31,NA,NA,NA,NA,NA,"GHG temp out measured with YSI, foam around edges of dugout, Radon collected at 11:14"
59A,2019-08-23,10:56:00,52.61403,-107.40232,18.7,0,9.9,"SE, MM",0.39,2,2,104.4,16.1,86.9,8.56,170.6,0.1,9.54,13.4,0.8,0.08,190,0.12,7.29,86.74026511,712.9,NA,NA,16.1,16.5,16.1,16.2,1,N,178.6076118,165.9760683,0.26,0.02,129.1,0.06,1910,25.944,2160.199833,21.506,1790.674438,389.1,95.5,31.833333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,111.19,10.87,NA,65.76060052,2.711744403,0.579547415,424.2807737,0.668138099,0.04643616,0.284424383,8.687888764,0.071279025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,-24.98,38.31,197.07,0.64,3.28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.003086643,6.37446e-4,NA,NA,NA,NA,NA,NA,"Carboy filled by dunking, filtered with 80um at lab before filtering"
26B,2019-08-15,13:19:00,49.26095,-108.40903,19.2,10,11,"SE, MM",0.4,2.8,2.8,106.9,20,122.6,11.14,333,0.18,9.24,15.2,0.6,0.06,420.6,0.25,6.62,171.1076512,678.6,NA,NA,20,19.5,20,20.1,2,N,156.1736473,139.7292777,0.11,0.38,115.47,0.49,2490,45.888,3820.815987,32.319,2691.007494,225.47,6.552631579,5.081632653061225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,197.26,10.59,NA,202.1097653,7.049955201,2.467802342,481.0070019,0.663670426,0.22428141,0.284879561,7.317201395,0.131695549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.007827002,0.001039942,NA,NA,NA,NA,NA,NA,Green filamentous algae
74B,2019-08-26,13:42:00,51.5536,102.76508,17.1,90,10.1,"AK, MM, RR",1.04,2.2,2.2,94.3,20.1,123.5,11.21,328.7,0.17,9.07,15.4,1.8,0.18,333,0.2,7.5,168.858791,711.6,NA,NA,20.1,18.9,20.1,19.5,3,N,82.01197177,69.36646398,0.08,0.00844,5.88,0.05,1500,43.374,3611.490425,25.713,2140.965862,85.88,177.7251185,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,206.68,7.77,NA,107.2542756,3.911885856,0.59717538,453.3766709,0.65468594,0.132284305,0.246787617,6.627107993,0.253550706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46,-25.799999999999997,44.985,347.005,0.75,5.779999999999999,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.009175545,0,3.4,NA,NA,NA,NA,NA,NA
14B,2019-07-29,12:02:00,50.99505,-104.68559,21.5,0,4.7,"AK, MM",0.51,1.2,1.2,85,21.2,95.9,8.45,1062,0.57,9.36,17.6,69.3,6.66,989,0.57,9.34,568.783195,715.5,NA,NA,21.2,19.2,21.2,19.1,NA,Y,66.3005455,55.48769533,0.1,0.25,1.99,0.31,1990,49.342,4108.409659,33.387,2779.933389,101.99,7.96,6.419354838709677,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.5,246.62,7.76,NA,91.03948488,3.228022347,0.50858462,456.5493915,0.646913302,0.07138233,0.231521352,6.031688897,0.051867743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.185,-29.53,26.97,116.64500000000001,0.44999999999999996,1.9449999999999998,5.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.01160584,0.00253367,4.87,NA,NA,NA,NA,NA,Dog at dugout
69C,2019-08-16,09:10:00,49.29763,-109.10854,14,1,9.4,"SE, MM",0.57,2.4,2.4,85.2,17.3,83.7,8.03,203.2,0.11,9.3,16.6,3.1,0.31,211.7,0.12,8.87,103.5649542,674.9,NA,NA,17.3,16.9,17.3,16.8,2,N,23.21271633,17.76888617,0.08,0.2,4.1,0.26,1290,29.374,2445.795171,22.143,1843.713572,84.1,6.45,4.961538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,144.45,5.47,NA,42.95674181,1.616022013,0.158635691,443.7575845,0.644463271,0.013372873,0.251799342,7.003548498,0.044963305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.001346748,0,5.67,NA,NA,NA,NA,NA,"Direct cattle access, lots of macrophytes on the short ends of the dugout"
64C,2019-08-19,13:53:00,50.79424,-107.93133,22.3,0,3.8,"SE, SC, Linn",0.87,2,2,98.4,19.7,87.7,8.03,456.7,0.25,9.15,15.4,70.4,7.04,415,0.25,9.13,235.9990299,699.3,NA,NA,19.7,18.2,19.7,17.8,1,N,4.738219672,2.457866744,0.17,0.03,149.57,0.07,2730,43.477,3620.066611,40.608,3381.182348,319.57,91,38.99999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.81,205.49,14.04,NA,162.8852811,5.904864911,0.375062492,445.7499426,0.637371847,0.008725739,0.291811251,7.792198278,0.0531476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.011018236,-3.08468e-4,NA,NA,NA,NA,NA,NA,NA
15B,2019-08-06,15:13:00,49.52958,-101.91078,25.2,40,13,"AK, MM",1.3,3.4,3.4,108.6,24.3,59.8,4.99,891,0.44,7.83,12.4,0.8,0.09,674,0.44,7.07,471.7992355,705,NA,NA,24.3,24.6,24.3,24.6,2,Y,7.266653267,5.511291567,0.02,1.03,816.25,1.02,3110,60.556,5042.131557,32.633,2717.152373,836.25,3.019417476,3.049019607843137,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.49,259.61,21.11,NA,2366.919585,75.86108734,1.370062646,476.5097918,0.627841616,0.012752048,1.119142148,26.25360301,0.462298587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,-32.08,28.354999999999997,211.04000000000002,0.47,3.515,8.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,0.013712021,-4.88155e-4,1.95,NA,NA,NA,NA,NA,"Radon collected at 3:17 pm, gusty winds, floating chamber with 60 mL syringe"
70B,2019-08-16,10:16:00,50.39859,-109.08987,19.6,100,3.4,"AK, SC, RR",2.3,2.3,2.3,86,18.9,74.5,6.89,1547,0.89,9.06,18.4,7.7,0.72,1550,0.9,9,844.3488314,695.3,NA,NA,18.9,18.9,18.9,19.3,2,Y,2.458841813,1.352492896,0.13,3.34e-4,8.89,0.02,2020,125.446,10445.12906,33.843,2817.901749,138.89,6047.904192,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.3,630.57,30.82,NA,404.3888777,14.88015015,0.315847837,434.1261916,0.624894208,0.207031873,0.248635304,6.741262451,0.502918107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.535,-24.54,21.87,165.44,0.365,2.76,8.870000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,0.001124631,-3.83391e-4,NA,NA,NA,NA,NA,NA,"Macrophytes submerged, grassy pature surrounding"
70A,2019-08-16,12:14:00,50.35455,-108.87635,17.6,100,18.2,"AK, SC, RR",1.42,2.4,2.5,84.2,18.8,57.8,5.33,16.45,0.95,8.02,16.6,0.9,0.08,1850,1.15,7.64,8.245673596,693.6,NA,NA,18.8,18.3,18.8,18.4,2,N,5.38081435,3.012537928,0.04,0.07,754.51,0.12,2140,49.226,4098.751041,25.955,2161.115737,794.51,30.57142857,17.833333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,902.67,211.8,15.72,NA,2599.895097,95.69097757,1.36646281,433.2907882,0.62322092,0.010878063,0.240359964,6.518945872,0.042592431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.006495297,-3.81266e-4,NA,NA,NA,NA,NA,NA,Dugout has overflowed its banks on one side
44B,2019-08-22,13:31:00,52.67894,-108.9073,18.7,100,10.4,"SE, MM",0.64,1.9,1.9,91.9,18.8,95.1,9.04,526,0.29,8.44,14.8,13.7,1.39,489.4,0.3,7.6,272.4312223,703.1,NA,NA,18.8,16.5,18.8,16.2,1,N,59.6338266,48.15436415,0.08,0.09,7.52,0.12,1690,43.092,3588.009992,28.271,2353.955037,87.52,18.77777778,14.083333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.95,187.01,8.33,NA,266.1917611,9.96244886,0.322940444,392.3452035,0.574442341,0.036167375,0.241983674,6.679272971,0.103840829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.635,-33.61,39.875,224.815,0.665,3.745,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,0.008829488,0.002094933,4.75,NA,NA,NA,NA,NA,NA
69A,2019-08-16,11:00:00,49.32994,-109.04883,16,50,9.4,"SE, MM",0.12,1.9,1.9,90.5,16.9,62.2,6.03,286.4,0.16,9.16,15.6,1.4,0.14,2845,0.17,8.53,146.7721102,672.6,NA,NA,16.9,16.7,16.9,16.7,3,N,165.1908422,147.8837533,0.1,0.03,17.05,0.09,2060,38.056,3168.692756,34.566,2878.101582,117.05,68.66666667,22.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,169.01,18.14,NA,92.51254905,3.510343018,0.087314252,377.3544146,0.550716779,0.039175546,0.177690582,4.987697028,0.077416281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,-28.354999999999997,61.06,324.935,1.0150000000000001,5.415,6.210000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.002939612,3.37793e-4,NA,NA,NA,NA,NA,NA,NA
48B,2019-07-22,14:13:00,49.99197,-101.92989,22.6,0,2.3,"SE, SC",0.62,1.8,1.8,100.5,24.5,150.1,12.11,749,0.35,9.16,16.4,1.4,0.14,743,0.44,7.53,391.3320912,714.5,NA,NA,24.5,23.1,24.5,22.7,NA,N,44.0340234,37.42508093,0.11,0.02,4.52,0.05,1470,44.726,3724.063281,27.056,2252.789342,114.52,73.5,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.73,193.52,6.21,NA,126.3706915,4.084138131,0.498491862,407.3562577,0.542277934,0.009932796,0.220987829,5.22680389,0.065671713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,-28.034999999999997,40.665,248.05,0.68,4.135,7.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Domestic,NA,0.017768332,0.004199003,NA,NA,NA,NA,NA,NA,"Corn crop on south side, bush on north side"
20A,2019-07-22,11:42:00,50.1083644,-102.0415319,20.3,50,2.4,"SE, SC",2.14,3.4,3.4,95.9,24.4,96.3,7.95,1175,0.59,8.59,14.8,1.4,0.14,1125,0.7,7.54,632.9219265,715.1,NA,NA,24.4,22.6,24.4,23.4,NA,N,3.559183917,2.764693028,0.03,0.00736,2.31,0.02,1360,53.666,4468.442964,24.336,2026.311407,32.31,184.7826087,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.82,215.16,11.27,NA,503.2974293,16.30647251,0.452118236,395.1767465,0.526692935,0.009940999,0.278145517,6.593780195,0.026704984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.965,-29.759999999999998,7.46,0.585,0.125,0.010000000000000002,-0.04999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.018096158,4.22943e-4,NA,NA,NA,NA,NA,NA,"W20 is ~1600m, D20 500m, horses have direct access"
66B,2019-08-02,09:28:00,50.13197,-104.83163,24,0,10.2,"SE, MM, HJ",0.18,2.4,2.4,81.6,20.7,83.2,7.41,2175,1.22,9.16,18.5,66.2,6.17,2062,1.22,9.07,1202.244079,710.1,NA,NA,20.7,20.9,20.7,20.8,1,N,7.162753,3.622623111,0.07,0.01,3.33,0.03,1820,67.057,5583.430475,34.065,2836.386345,73.33,182,60.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262.44,327.36,49.98,NA,173.0621338,6.159810972,0.332461837,345.3082452,0.488433039,0.143732613,0.278944099,7.293793839,0.01807677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7249999999999996,-26.549999999999997,36.175,236.315,0.6,3.94,7.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.004033848,4.18853e-4,5.77,NA,NA,NA,NA,NA,Lots of macrophytes and many snails
10A,2019-08-26,13:33:00,51.77976,-103.42545,18.7,10,5.3,"SE, SC",1.37,0.9,1.25,89.7,19.5,99.5,9.1,741,0.41,8.92,16.1,51,4.99,735,0.44,8.73,386.8006028,709.1,NA,NA,19.5,18.4,19.5,18.5,2,N,31.3603975,28.18900167,0.14,0.00391,8.98,0.03,1330,31.967,2661.698585,17.529,1459.533722,148.98,340.1534527,44.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.56,124.78,8.8,NA,201.9025709,7.460127091,0.565353456,334.0316495,0.485811395,0.01717136,0.268387558,7.305172082,0.079364222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.065,-32.504999999999995,52.445,248.025,0.87,4.135,5.515000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,4.325018595,-3.890274033,NA,NA,NA,NA,NA,NA,"Surrounded by cattails, build as a borrow pit for when the road was built"
7I,2019-08-20,12:48:00,51.50302,-106.83578,25.6,1,2.3,"AK, MM",0.25,1.6,1.6,124.6,19.5,158.4,14.44,1019,0.57,9.64,16.2,54.4,5.36,932,0.56,9.25,544.3868497,719,NA,NA,19.5,18.3,19.5,17.8,NA,N,141.2931177,137.1581023,0.34,0.16,79,0.3,4530,73.654,6132.722731,50.861,4234.887594,419,28.3125,15.100000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.65,410.54,51.5,NA,95.91847398,3.590897168,0.428301631,327.4403036,0.482388931,0.041141546,0.327233701,9.022610229,0.030622616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,-19.189999999999998,52.65,252.515,0.875,4.205,5.595000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crop,NA,0.00747583,3.24369e-4,NA,NA,NA,NA,NA,NA,NA
26C,2019-08-15,12:27:00,49.25732,-108.40901,19.1,25,6.4,"SE, MM",0.49,1.5,1.5,95,19.3,106.6,9.55,232.4,0.12,9.05,16,12,11.9,242.8,0.14,7.4,118.6883969,679,NA,NA,19.3,18.4,19.3,17.6,1,N,124.1055523,93.69097933,0.02,1.25,203.7,1.17,1960,28.965,2411.740216,27.034,2250.957535,223.7,1.568,1.6752136752136753,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120.96,9.85,NA,103.747385,3.697420454,0.226427659,333.1001104,0.466645687,0.056038357,0.254695075,6.691049695,0.094031669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,-25.03,32.7,199.38,0.5449999999999999,3.325,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Domestic,NA,0.009101688,0.001655549,26.6,NA,NA,NA,NA,NA,NA
60C,2019-08-20,10:57:00,51.68453,-107.21783,17,0,8.2,"SE, SC, Linn",0.2,2,2,91.1,18.6,75.5,7.07,1518,0.88,8.33,14,0.7,0.07,1422,0.9,7.91,827.8512199,719,NA,NA,18.6,16.5,18.6,16.2,1,N,87.31057253,70.36043613,4.4,0.75,6788.1,1.29,16900,236.958,19730.05828,83.506,6953.039134,11188.1,22.53333333,13.100775193798448,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,992.03,43.65,NA,6063.574754,232.8082548,1.467838722,285.1610217,0.427139194,0.005623814,0.106920825,3.026209778,0.09608102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.009039764,8.69968e-4,NA,NA,NA,NA,NA,NA,NA
69B,2019-08-16,10:08:00,49.33157,-109.10519,15.8,33,14.4,"SE, MM",0.9,2.6,2.6,88.1,17.9,91.5,8.66,487,0.27,8.94,16.5,1.5,0.15,495.9,0.29,8.08,251.9274347,674.1,NA,NA,17.9,17.8,17.9,17.5,2,N,8.002142117,6.296021675,0.02,0.00141,0.18,0.02,782.07,33.467,2786.594505,16.512,1374.854288,20.18,554.6595745,39.103500000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.7,158.63,8.24,NA,132.903252,4.899935888,0.131410857,275.74725,0.394501414,0.004821224,0.265828368,7.238001719,0.057057452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.215,-27.425,16.939999999999998,156.14999999999998,0.28,2.6,10.754999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.002099698,0,4.78,NA,NA,NA,NA,NA,2/3 of dugout srruounded by cattails
27C,2019-08-07,12:32:00,49.52956,-101.91077,24.1,3,9.5,"SC, SC, RR",2.4,2.8,2.8,91.3,22.2,88.8,7.68,286.3,0.14,8.67,21.1,29.4,2.61,332.9,0.17,7.95,146.7199795,709.8,NA,NA,22.2,22.1,22.2,22.1,4,N,2.843543583,1.528417056,0.03,0.00293,2.84,0.02,619.45,24.341,2026.727727,10.642,886.0949209,32.84,211.4163823,30.972500000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.35,83.01,6.25,NA,135.6976982,4.648298224,0.130057355,269.5449922,0.372596476,0.003041019,0.253342876,6.371394279,0.078786024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,-28.79,10.25,146.19,0.17,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Domestic,NA,0.002604751,-0.03476916,NA,NA,NA,NA,NA,NA,"Foamy algae, hose, pump, and equipment in dugout"
14A,2019-07-29,10:09:00,51.04659,-104.65096,16.4,0,5.4,"AK, MM",0.76,3.6,3.6,106.7,18.8,62.7,5.71,4163,2.55,8.64,8.9,1.4,0.16,57.59,4.63,7.58,2343.142538,717.2,NA,NA,18.8,19.7,18.8,19.7,NA,Y,5.008391925,2.791627719,0.05,1.01,490.67,1.27,4530,89.626,7462.614488,57.335,4773.938385,540.6700000000001,4.485148515,3.566929133858268,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360.53,393.79,89.47,NA,564.5139002,21.32319892,1.05580892,230.5165917,0.339401766,0.13211888,0.560206442,15.56055796,0.456424788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.015716753,3.61942e-4,NA,NA,NA,NA,NA,NA,"deep BT had 50ml - not reset, shallow BT had 1L - reset, cows entered dugout"
5A,2019-08-27,15:15:00,51.37141,-102.58296,19.4,50,8,"AK, MM, RR",1.28,1.7,1.7,89.2,20.8,66.5,5.9,3400,1.95,9.27,19.3,67.3,6.14,3292,1.92,9.36,1903.845063,712.3,NA,NA,20.8,20.3,20.8,20.5,2,N,5.927624708,2.631001681,0.09,6.4e-4,7.01,0.01,1370,41.837,3483.513739,26.594,2214.321399,97.01,2140.625,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.54979061,2.786968451,0.19788796,223.164123,0.314579266,0.097622975,0.25955349,6.757885602,0.123984642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.004840622,0,NA,NA,NA,NA,NA,NA,"near but not connected to a slough, appears to have been accessed by animals, very clear, stringy macrophytes on bottom"
10B,2019-08-26,14:16:00,51.77518,-103.46144,17.9,10,20,"SE, SC",0.34,2.1,2.1,100.2,18.9,100.5,9.3,953,0.54,9.01,14.5,2.2,0.22,935,0.58,7.54,506.95249,708.9,NA,NA,18.9,19.8,18.9,19.7,1,N,88.68765657,85.14541143,0.05,0.00403,33.34,0.04,1560,37.883,3154.288093,30.021,2499.666944,83.34,387.0967742,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.89,163.52,30,NA,132.668933,4.985452191,0.133389176,203.4634526,0.29925926,0.005039987,0.286948566,7.948895372,0.116238343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.135,-27.1,63.295,363.82,1.0550000000000002,6.0649999999999995,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.011362283,0,NA,NA,NA,NA,NA,NA,NA
62E,2019-08-01,13:14:00,50.31067,-106.4241,31.9,60,9.8,"MM, AK",0.41,2.1,2.1,74,24.9,46.3,3.77,4625,2.47,8.43,17.8,1.2,0.11,3942,2.46,8.23,2609.989274,700.4,NA,NA,24.9,26.3,24.9,26.4,1,N,27.25737588,25.61887037,0.03,0.86,710.52,1,5120,101.299,8434.554538,63.511,5288.17652,740.52,5.953488372,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631.04,448.69,355.44,NA,1353.884616,42.02940558,0.64310148600000006,227.1035732,0.290446971,0.00540238,0.422982832,9.577526331,0.054829406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.185000000000002,-32.385000000000005,58.51,320.11,0.975,5.335000000000001,6.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,0.011509464,0.00533019,2.02,NA,NA,NA,NA,NA,NA
